qacc	Entry	qlen	slen	length	score	bitscore	evalue	pident	nident	mismatch	positive	gaps	gapopen	Tax_ID	stitle
M01323:399:000000000-B29GY:1:1101:21294:5641	NR_126264	429	1412	429	348	643.0	0.0	93.706	402	27	402	0	0	1249553	Bacterioplanes sanyensis strain GYP-2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21294:5641	NR_157791	429	1456	426	333	616.0	4.269999999999998e-176	92.723	395	31	395	0	0	1943576	Umboniibacter caenipelagi strain SCTF-16 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21294:5641	NR_159321	429	1436	433	330	610.0	1.9899999999999995e-174	92.37899999999999	400	25	400	8	8	1834034	Litoribrevibacter euphylliae strain Eup a-2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21294:5641	NR_156986	429	1428	432	330	610.0	1.9899999999999995e-174	92.361	399	27	399	6	6	1615674	Pseudomonas lactis strain DSM 29167 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21294:5641	NR_156987	429	1428	432	330	610.0	1.9899999999999995e-174	92.361	399	27	399	6	6	1615673	Pseudomonas paralactis strain DSM 29164 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21294:5641	NR_145653	429	1471	426	330	610.0	1.9899999999999995e-174	92.488	394	32	394	0	0	1652109	Umboniibacter roseus strain 14-121-B13 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:21294:5641	NR_152710	429	1412	431	330	610.0	1.9899999999999995e-174	92.34299999999999	398	29	398	4	4	1806536	Pseudomonas turukhanskensis strain IB1.1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_113943	424	1449	424	397	734.0	0.0	97.87700000000001	415	9	415	0	0	308113	Dokdonia genika strain NBRC 100811 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_041272	424	1446	424	397	734.0	0.0	97.87700000000001	415	9	415	0	0	308113	Dokdonia genika strain Cos-13 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_113944	424	1449	424	388	717.0	0.0	97.17	412	12	412	0	0	308116	Dokdonia eikasta strain NBRC 100814 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_041274	424	1446	424	388	717.0	0.0	97.17	412	12	412	0	0	308117	Dokdonia diaphoros strain MSKK-32 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_041273	424	1446	424	388	717.0	0.0	97.17	412	12	412	0	0	308116	Dokdonia eikasta strain PMA-26 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_043455	424	1479	424	388	717.0	0.0	97.17	412	12	412	0	0	326320	Dokdonia donghaensis strain DSW-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_159895	424	1447	425	382	706.0	0.0	96.706	411	12	411	2	2	2081979	Dokdonia flava strain ZODW10 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_136484	424	1484	421	373	689.0	0.0	96.2	405	16	405	0	0	1627892	Dokdonia pacifica strain SW230 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_159124	424	1434	421	352	651.0	0.0	94.537	398	23	398	0	0	1835608	Dokdonia lutea strain SFD34 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:20920:5643	NR_116680	424	1479	424	338	625.0	7.009999999999997e-179	93.396	396	22	396	6	6	578463	Gangjinia marincola strain GJ16 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_037047	429	1504	429	402	743.0	0.0	97.902	420	9	420	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_114405	429	1501	429	393	726.0	0.0	97.20299999999999	417	12	417	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_025957	429	1467	431	391	723.0	0.0	96.984	418	9	418	4	4	37450	Colwellia rossensis strain S51-W 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_024635	429	1514	431	378	699.0	0.0	96.056	414	13	414	4	4	77524	Colwellia maris strain ABE-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_159353	429	1510	430	375	693.0	0.0	95.814	412	16	412	2	2	1982103	Colwellia echini strain A3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_156847	429	1423	433	375	693.0	0.0	95.84299999999999	415	10	415	8	8	1513592	Colwellia marinimaniae strain MTCD1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_024805	429	1474	429	375	693.0	0.0	95.804	411	18	411	0	0	211668	Colwellia piezophila strain Y223G 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_026055	429	1486	430	373	689.0	0.0	95.581	411	16	411	3	3	89403	Colwellia psychrotropica strain ACAM 179 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_116385	429	1507	429	369	682.0	0.0	95.338	409	20	409	0	0	517723	Colwellia asteriadis strain KMD 002 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25411:5647	NR_133879	429	1465	429	357	660.0	0.0	94.406	405	24	405	0	0	1144278	Thalassotalea eurytherma strain Za6a-12 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_044837	429	1462	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_114188	429	1461	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_025654	429	1506	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_025509	429	1505	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_114436	429	1458	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_028722	429	1494	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_026222	429	1436	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_114049	429	1461	426	424	784.0	0.0	99.765	425	1	425	0	0	28107	Pseudoalteromonas espejiana strain NBRC 102222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_114191	429	1393	426	423	782.0	0.0	99.765	425	1	425	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:13967:5647	NR_114187	429	1459	426	423	782.0	0.0	99.765	425	1	425	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_026315	404	1462	409	155	287.0	3.57e-77	79.707	326	73	326	10	10	46206	Pseudobutyrivibrio ruminis strain DSM 9787 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_108636	404	1497	409	152	281.0	1.66e-75	79.462	325	74	325	10	10	682400	Natranaerovirga pectinivora strain AP3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_159227	404	1493	394	144	267.0	4.6499999999999994e-71	79.188	312	74	312	8	8	1981510	Monoglobus pectinilyticus strain 14 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_133026	404	1474	410	142	263.0	6.019999999999999e-70	78.78	323	74	323	13	13	1118059	Kallipyga massiliensis ph2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_118670	404	1481	405	141	261.0	2.1599999999999998e-69	78.27199999999999	317	80	317	8	8	39496	Eubacterium ventriosum strain ATCC 27560 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_074634	404	1521	409	140	259.0	7.78e-69	78.484	321	78	321	10	10	515619	[Eubacterium] rectale ATCC 33656 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_117147	404	1524	409	140	259.0	7.78e-69	78.484	321	78	321	10	10	39482	Faecalicatena contorta strain DSM 3982 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_104803	404	1521	409	140	259.0	7.78e-69	78.484	321	78	321	10	10	39482	Faecalicatena contorta strain DSM 3982 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_117142	404	1523	409	140	259.0	7.78e-69	78.484	321	78	321	10	10	290055	Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:25779:5691	NR_117141	404	1523	409	140	259.0	7.78e-69	78.484	321	78	321	10	10	290055	Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_109065	429	1429	429	396	732.0	0.0	97.436	418	11	418	0	0	889488	Zhongshania borealis strain CL-AS9 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_126306	429	1403	429	393	726.0	0.0	97.20299999999999	417	12	417	0	0	1470434	Zhongshania aliphaticivorans strain SM-2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_108452	429	1501	429	393	726.0	0.0	97.20299999999999	417	12	417	0	0	641783	Zhongshania guokunii strain ZS6-22 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_108450	429	1501	429	387	715.0	0.0	96.73700000000001	415	14	415	0	0	641702	Zhongshania antarctica strain ZS5-23 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_118015	429	1495	430	366	676.0	0.0	95.116	409	19	409	2	2	354246	Spongiibacter marinus strain DSM 17750 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_042454	429	1452	430	366	676.0	0.0	95.116	409	19	409	2	2	354246	Spongiibacter marinus strain HAL40b 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_118016	429	1495	429	351	649.0	0.0	93.939	403	26	403	0	0	1122224	Spongiibacter marinus DSM 19753 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_042990	429	1470	429	351	649.0	0.0	93.939	403	26	403	0	0	354246	Spongiibacter marinus strain 5IX/A01/131 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_118017	429	1497	430	348	643.0	0.0	93.721	403	25	403	2	2	454602	Spongiibacter tropicus strain DSM 19543 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:9992:5717	NR_116117	429	1406	430	348	643.0	0.0	93.721	403	25	403	2	2	454602	Spongiibacter tropicus strain CL-CB221 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_026315	404	1462	410	146	270.0	3.589999999999999e-72	79.024	324	74	324	12	12	46206	Pseudobutyrivibrio ruminis strain DSM 9787 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_108636	404	1497	409	140	259.0	7.78e-69	78.484	321	78	321	10	10	682400	Natranaerovirga pectinivora strain AP3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_133026	404	1474	409	136	252.0	1.2999999999999997e-66	78.24	320	78	320	11	11	1118059	Kallipyga massiliensis ph2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_159227	404	1493	394	132	244.0	2.18e-64	78.173	308	78	308	8	8	1981510	Monoglobus pectinilyticus strain 14 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_074634	404	1521	410	131	243.0	7.839999999999998e-64	77.805	319	79	319	12	12	515619	[Eubacterium] rectale ATCC 33656 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_116346	404	1405	410	131	243.0	7.839999999999998e-64	77.805	319	79	319	12	10	862517	Peptoniphilus duerdenii ATCC BAA-1640 strain WAL 18896 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_118670	404	1481	405	129	239.0	1.01e-62	77.28399999999999	313	84	313	8	8	39496	Eubacterium ventriosum strain ATCC 27560 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_117690	404	1499	407	128	237.0	3.6499999999999995e-62	77.396	315	86	315	6	6	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_117689	404	1518	407	128	237.0	3.6499999999999995e-62	77.396	315	86	315	6	6	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:5565:5729	NR_117688	404	1500	407	128	237.0	3.6499999999999995e-62	77.396	315	86	315	6	6	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_044837	429	1462	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_114188	429	1461	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_025654	429	1506	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_025509	429	1505	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_114436	429	1458	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_028722	429	1494	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_026222	429	1436	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_114191	429	1393	426	423	782.0	0.0	99.765	425	1	425	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_114187	429	1459	426	423	782.0	0.0	99.765	425	1	425	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8714:5751	NR_114186	429	1461	426	423	782.0	0.0	99.765	425	1	425	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_153748	404	1388	404	356	658.0	0.0	96.04	388	16	388	0	0	1888912	Primorskyibacter aestuariivivens strain OITF-36 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_151927	404	1429	404	356	658.0	0.0	96.04	388	16	388	0	0	1569283	Seohaeicola zhoushanensis strain NF48 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_115911	404	1294	404	353	652.0	0.0	95.792	387	17	387	0	0	52603	Sagittula stellata strain DSM 11524 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_144598	404	1384	404	350	647.0	0.0	95.545	386	18	386	0	0	1695997	Primorskyibacter insulae strain SSK3-2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_109096	404	1376	404	350	647.0	0.0	95.545	386	18	386	0	0	943940	Sagittula marina strain F028-2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_117255	404	1386	404	350	647.0	0.0	95.545	386	18	386	0	0	657014	Litorimicrobium taeanense strain G4 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_044437	404	1422	404	350	647.0	0.0	95.545	386	18	386	0	0	481181	Seohaeicola saemankumensis strain SD-15 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_042159	404	1323	404	350	647.0	0.0	95.545	386	18	386	0	0	1288298	Roseovarius mucosus DSM 17069 strain DFL-24 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_026016	404	1373	404	350	647.0	0.0	95.545	386	18	386	0	0	388399	Sagittula stellata E-37 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16984:5758	NR_158010	404	1416	404	347	641.0	0.0	95.29700000000001	385	19	385	0	0	1690039	Monaibacterium marinum strain C7 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_044837	429	1462	429	429	793.0	0.0	100.0	429	0	429	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_114188	429	1461	429	429	793.0	0.0	100.0	429	0	429	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_025654	429	1506	429	429	793.0	0.0	100.0	429	0	429	0	0	166934	Pseudoalteromonas paragorgicola strain KMM 3548 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_025509	429	1505	429	429	793.0	0.0	100.0	429	0	429	0	0	1312369	Pseudoalteromonas agarivorans DSM 14585 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_114436	429	1458	429	429	793.0	0.0	100.0	429	0	429	0	0	77608	Pseudoalteromonas distincta strain KMM 638 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_028722	429	1494	429	429	793.0	0.0	100.0	429	0	429	0	0	81037	Pseudoalteromonas elyakovii strain KMM 162 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_026222	429	1436	429	429	793.0	0.0	100.0	429	0	429	0	0	28109	Pseudoalteromonas nigrifaciens strain NCIMB 8614 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_114191	429	1393	426	426	787.0	0.0	100.0	426	0	426	0	0	43660	Pseudoalteromonas undina strain NBRC 103039 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_114187	429	1459	426	426	787.0	0.0	100.0	426	0	426	0	0	1315271	Pseudoalteromonas tetraodonis GFC strain NBRC 103034 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8140:5825	NR_114186	429	1461	426	426	787.0	0.0	100.0	426	0	426	0	0	288	Pseudoalteromonas atlantica strain NBRC 103033 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_156912	403	1413	407	146	270.0	3.589999999999999e-72	79.115	322	74	322	11	10	1450156	Defluviitalea raffinosedens strain A6 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_117912	403	1495	407	146	270.0	3.589999999999999e-72	79.115	322	74	322	11	11	879970	Defluviitalea saccharophila strain LIND6LT2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_148837	403	1520	405	145	268.0	1.2899999999999999e-71	79.012	320	75	320	10	10	1675854	Abyssivirga alkaniphila strain L81 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_117645	403	1444	405	145	268.0	1.2899999999999999e-71	79.012	320	75	320	10	10	1185412	Vallitalea guaymasensis strain Ra1766G1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_108636	403	1497	404	145	268.0	1.2899999999999999e-71	78.96	319	77	319	8	8	682400	Natranaerovirga pectinivora strain AP3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_117690	403	1499	403	139	257.0	2.7899999999999995e-68	78.41199999999999	316	82	316	5	5	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_117689	403	1518	403	139	257.0	2.7899999999999995e-68	78.41199999999999	316	82	316	5	5	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_117688	403	1500	403	139	257.0	2.7899999999999995e-68	78.41199999999999	316	82	316	5	5	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_117687	403	1500	403	139	257.0	2.7899999999999995e-68	78.41199999999999	316	82	316	5	5	36849	Oxobacter pfennigii strain DSM 3222 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:8316:5847	NR_025390	403	1487	405	136	252.0	1.2999999999999997e-66	78.27199999999999	317	79	317	9	9	115544	Parasporobacterium paucivorans strain SYR1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_037047	429	1504	429	414	765.0	0.0	98.834	424	5	424	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_114405	429	1501	429	405	749.0	0.0	98.135	421	8	421	0	0	28229	Colwellia psychrerythraea strain ATCC 27364 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_025957	429	1467	431	403	745.0	0.0	97.912	422	5	422	4	4	37450	Colwellia rossensis strain S51-W 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_024635	429	1514	431	390	721.0	0.0	96.984	418	9	418	4	4	77524	Colwellia maris strain ABE-1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_159353	429	1510	430	387	715.0	0.0	96.744	416	12	416	2	2	1982103	Colwellia echini strain A3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_156847	429	1423	433	387	715.0	0.0	96.76700000000001	419	6	419	8	8	1513592	Colwellia marinimaniae strain MTCD1 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_024805	429	1474	429	387	715.0	0.0	96.73700000000001	415	14	415	0	0	211668	Colwellia piezophila strain Y223G 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_026055	429	1486	430	385	712.0	0.0	96.512	415	12	415	3	3	89403	Colwellia psychrotropica strain ACAM 179 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_116385	429	1507	429	381	704.0	0.0	96.27	413	16	413	0	0	517723	Colwellia asteriadis strain KMD 002 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:10322:5851	NR_133879	429	1465	429	369	682.0	0.0	95.338	409	20	409	0	0	1144278	Thalassotalea eurytherma strain Za6a-12 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_026315	404	1462	409	149	276.0	7.729999999999999e-74	79.218	324	75	324	10	10	46206	Pseudobutyrivibrio ruminis strain DSM 9787 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_156912	404	1413	411	147	272.0	9.989999999999999e-73	79.075	325	75	325	11	10	1450156	Defluviitalea raffinosedens strain A6 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_117912	404	1495	411	147	272.0	9.989999999999999e-73	79.075	325	75	325	11	11	879970	Defluviitalea saccharophila strain LIND6LT2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_108636	404	1497	409	146	270.0	3.589999999999999e-72	78.973	323	76	323	10	10	682400	Natranaerovirga pectinivora strain AP3 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_133026	404	1474	409	142	263.0	6.019999999999999e-70	78.729	322	76	322	11	11	1118059	Kallipyga massiliensis ph2 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_159227	404	1493	394	138	255.0	1.01e-67	78.68	310	76	310	8	8	1981510	Monoglobus pectinilyticus strain 14 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_118670	404	1481	405	135	250.0	4.6799999999999993e-66	77.778	315	82	315	8	8	39496	Eubacterium ventriosum strain ATCC 27560 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_074634	404	1521	409	134	248.0	1.6799999999999998e-65	77.995	319	80	319	10	10	515619	[Eubacterium] rectale ATCC 33656 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_117147	404	1524	409	134	248.0	1.6799999999999998e-65	77.995	319	80	319	10	10	39482	Faecalicatena contorta strain DSM 3982 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:14012:5851	NR_104803	404	1521	409	134	248.0	1.6799999999999998e-65	77.995	319	80	319	10	10	39482	Faecalicatena contorta strain DSM 3982 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16485:5867	NR_044837	429	1462	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	1117315	Pseudoalteromonas haloplanktis ATCC 14393 16S ribosomal RNA, partial sequence
M01323:399:000000000-B29GY:1:1101:16485:5867	NR_114188	429	1461	429	426	787.0	0.0	99.76700000000001	428	1	428	0	0	28109	Pseudoalteromonas nigrifaciens strain NBRC 103036 16S ribosomal RNA, partial sequence
